# Postprocessed results of turbulent pipe flow 
# Velocity fluctuations 
# ------------------------------------------------------------------
# uTau = 0.0241079 
# nu = 1.20482e-05 
# ------------------------------------------------------------------
# r	 1-r	 y+	 urur	 utut	 uzuz	 urut	 uruz	 utuz	 
# ------------------------------------------------------------------
0.992490788781466	0.00750921121853398	15.0322457986747	0.321444521445900	1.83211935249100	8.52203434492926	-1.70133900000000e-05	-0.658099451011941	-0.00174553557051463
0.992143791573819	0.00785620842618096	15.7268789851709	0.347047339131017	1.87752099939488	8.51566081772136	-2.68173800000000e-05	-0.679831474416905	-0.00185052454190185
0.991789143330920	0.00821085666907995	16.4368283266100	0.373192351953686	1.92073714172483	8.49076942425980	-1.67389400000000e-05	-0.700128255434932	-0.00195174290232797
0.991426850530871	0.00857314946912902	17.1620808548630	0.399783374778441	1.96174440065436	8.44959400640152	-2.09664900000000e-05	-0.719034117922937	-0.00204833403460907
0.991056919768265	0.00894308023173496	17.9026233686038	0.426723590696282	2.00053593383978	8.39425224829128	-1.74930000000000e-05	-0.736603933714086	-0.00213955179359489
0.990679357754020	0.00932064224597995	18.6584424336429	0.453916745013198	2.03712050879636	8.32672924885048	-2.34599200000000e-05	-0.752899946146484	-0.00222477524789658
0.990294171315216	0.00970582868478398	19.4295243832526	0.481268241868799	2.07152127299841	8.24886810832512	-2.21943200000000e-05	-0.767989088593051	-0.00230353205235050
0.989901367394930	0.0100986326050700	20.2158553184978	0.508686125321343	2.10377427498608	8.16236589038208	-1.54450600000000e-05	-0.781940780103448	-0.00237554041722675
0.989500953052064	0.0104990469479360	21.0174211085797	0.536081933380703	2.13392675769465	8.06877355870689	-1.58640500000000e-05	-0.794825163341162	-0.00244076386606589
0.989092935461176	0.0109070645388240	21.8342073911752	0.563371419714624	2.16203524565481	7.96949875484807	-1.91414500000000e-05	-0.806711728515618	-0.00249948575612165
0.988677321912312	0.0113226780876881	22.6661995727727	0.590475141353629	2.18816356039562	7.86581058669479	-1.05651500000000e-05	-0.817668262391300	-0.00255238811206525
0.988254119810828	0.0117458801891720	23.5133828290274	0.617318914457511	2.21238097443939	7.75884582882842	-1.43675700000000e-05	-0.827760078849958	-0.00260054150675138
0.987823336677216	0.0121766633227840	24.3757421051117	0.643834141760969	2.23476065011891	7.64961610690890	-1.01769900000000e-06	-0.837049494612747	-0.00264523541858329
0.987384980146932	0.0126150198530680	25.2532621160577	0.669958016406225	2.25537837239537	7.53901570619187	-1.46509600000000e-06	-0.845595503474091	-0.00268769156367492
0.986939057970213	0.0130609420297870	26.1459273471242	0.695633613791070	2.27431147491740	7.42782963158458	5.86046200000000e-06	-0.853453603551683	-0.00272881022582302
0.986485578011899	0.0135144219881010	27.0537220541534	0.720809893931353	2.29163787905847	7.31674182642741	1.66884700000000e-06	-0.860675732969718	-0.00276911298815545
0.986024548251253	0.0139754517487470	27.9766302639304	0.745441621313388	2.30743522726670	7.20634362457253	7.44496700000000e-06	-0.867310285012796	-0.00280882388290787
0.985555976781777	0.0144440232182230	28.9146357745524	0.769489215023365	2.32178000906945	7.09714216733218	1.57247300000000e-05	-0.873402211309845	-0.00284786335466703
0.985079871811029	0.0149201281889710	29.8677221557945	0.792918549833146	2.33474663903449	6.98956839697846	1.81861400000000e-05	-0.878993193932810	-0.00288576669444816
0.984596241660436	0.0154037583395640	30.8358727494839	0.815700722036407	2.34640670791023	6.88398446222224	1.99061500000000e-05	-0.884121840676141	-0.00292180682625342
0.984105094765106	0.0158949052348940	31.8190706698772	0.837811796969363	2.35682861698611	6.78069062371075	2.30026000000000e-05	-0.888823864781898	-0.00295537684559739
0.983606439673643	0.0163935603263570	32.8172988040294	0.859232543361492	2.36607755386141	6.67993174304610	2.34924800000000e-05	-0.893132264739384	-0.00298629198744509
0.983100285047950	0.0168997149520500	33.8305398121895	0.879948153682464	2.37421562155352	6.58190334350254	3.19277300000000e-05	-0.897077499444099	-0.00301473917053682
0.982586639663045	0.0174133603369550	34.8587761281675	0.899947936671026	2.38130185971209	6.48675728988168	3.01901200000000e-05	-0.900687629818837	-0.00304099536291023
0.982065512406857	0.0179344875931430	35.9019899597444	0.919224984102831	2.38739214520366	6.39460706644632	3.26276300000000e-05	-0.903988466027047	-0.00306526861364302
0.981536912280045	0.0184630877199550	36.9601632890331	0.937775830352692	2.39253929469863	6.30553241297511	3.58788300000000e-05	-0.907003729851962	-0.00308773461753509
0.981000848395788	0.0189991516042120	38.0332778728997	0.955600137753495	2.39679345103933	6.21958326155113	4.04504800000000e-05	-0.909755231428039	-0.00310853790868050
0.980457329979594	0.0195426700204060	39.1213152433454	0.972700405850143	2.40020242092836	6.13678341252208	4.38779300000000e-05	-0.912263060954624	-0.00312778833492589
0.979906366369101	0.0200936336308990	40.2242567079049	0.989081704186042	2.40281179521872	6.05713429615344	3.95441500000000e-05	-0.914545803123177	-0.00314563437540108
0.979347967013871	0.0206520329861291	41.3420833500590	1.00475144050928	2.40466509549345	5.98061866792441	4.72211000000000e-05	-0.916620711860557	-0.00316230770543839
0.978782141475193	0.0212178585248070	42.4747760296283	1.01971913929037	2.40580396015508	5.90720369837060	4.76110100000000e-05	-0.918503827143044	-0.00317815202199409
0.978208899425876	0.0217911005741240	43.6223153831894	1.03399622658998	2.40626817814620	5.83684353821823	4.77586100000000e-05	-0.920210018390716	-0.00319359859512247
0.977628250650044	0.0223717493499560	44.7846818244826	1.04759582226872	2.40609546132735	5.76948185558945	5.06206900000000e-05	-0.921753008298338	-0.00320909375496418
0.977040205042929	0.0229597949570710	45.9618555448283	1.06053254283381	2.40532126737281	5.70505371830037	5.27975000000000e-05	-0.923145432718711	-0.00322513729772430
0.976444772610664	0.0235552273893360	47.1538165135408	1.07282232107510	2.40397908014870	5.64348598306014	4.88977600000000e-05	-0.924398910405124	-0.00324231073378988
0.975841963470071	0.0241580365299290	48.3605444783523	1.08448224468174	2.40210094345542	5.58469736235160	6.28220100000000e-05	-0.925524059496152	-0.00326102611780605
0.975231787848450	0.0247682121515500	49.5820189658361	1.09553034982265	2.39971770380412	5.52859998125464	6.42749900000000e-05	-0.926530566231201	-0.00328105339433623
0.974614256083370	0.0253857439166300	50.8182192818239	1.10598538796080	2.39685862099496	5.47510185091551	6.42364400000000e-05	-0.927427337984790	-0.00330137933752392
